Index_Name,Index_Date,Open_Index_Value,High_Index_Value,Low_Index_Value,Closing_Index_Value,Points_Change,Change(%),Volume,Turnover_(Rs._Cr.),P/E,P/B,Div_Yield
Nifty Commodities,2024-12-11,8713.45,8764.1,8559.7,8579.75,-104.4,-1.2,219391956,8930.21,18.84,2.29,2.3
Nifty Dividend Opportunities 50,2024-12-11,6538.75,6546.55,6413.6,6426.25,-87.25,-1.34,351564183,15531.08,17.72,3.43,2.75
Nifty Infrastructure,2024-12-11,8683.7,8719,8530.2,8554.6,-103.15,-1.19,169376226,8578.45,23.98,3,1.18
Nifty PSE,2024-12-11,10251.45,10294.8,9942.8,9966.9,-245.7,-2.41,210422380,6129.84,12.68,2.21,3.46
Nifty Services Sector,2024-12-11,32067.25,32107.65,31526.75,31577.25,-361.4,-1.13,196093553,16502.31,21.63,3.67,1.18
Nifty50 Shariah,2024-12-11,-,-,-,5087.08,-42.4,-.83,59795440,7678.54,27,5.98,2.1
Nifty MidSmall Financial Services,2024-12-11,-,-,-,15334.57,-110.33,-.71,139541629,4311.4,22.78,2.79,.65
Nifty Low Volatility 50,2024-12-11,-,-,-,23819.93,-358.1,-1.48,135088901,21381.02,34.39,5.54,1
Nifty Alpha 50,2024-12-11,55286.7,55707.3,54213.8,54396.65,-774.5,-1.4,255542943,12560.36,37.27,6.03,.74
Nifty High Beta 50,2024-12-11,-,-,-,3636.2,-66.25,-1.79,664553623,10500.5,19.64,2.16,1.46
Nifty100 Equal Weight,2024-12-11,32317.7,32426.8,31699.2,31766.9,-470.95,-1.46,546440539,39250.24,22.88,3.66,1.3
Nifty100 Liquid 15,2024-12-11,6436.2,6453.7,6318.4,6329.45,-86.25,-1.34,100460889,8300.64,18.16,2.93,1.29
NIFTY50 Equal Weight,2024-12-11,30516.15,30554.6,29975.85,30035.3,-385.7,-1.27,255825829,26852.73,22.86,3.74,1.44
Nifty CPSE,2024-12-11,6595.1,6619.7,6412.35,6428.6,-136.3,-2.08,88380337,2379.25,12.85,2.41,3.68
Nifty Midcap Liquid 15,2024-12-11,13932.8,13995.25,13677.9,13726.35,-157.5,-1.13,58058728,3481.56,34.65,4.32,.53
Nifty Shariah 25,2024-12-11,-,-,-,8523.14,-104.94,-1.22,70737425,7009.68,27.83,5.76,1.96
India VIX,2024-12-11,14.27,14.8375,12.74,14.59,0.32,2.24,-,-,-,-,-
Nifty Growth Sectors 15,2024-12-11,11945.3,11956.25,11801.6,11838.35,-69.5,-.58,57862079,7434.68,28.74,7.29,1.75
Nifty50 TR 1x Inverse,2024-12-11,170.15,172.9,170.05,172.55,1.85,1.08,-,-,-,-,-
Nifty50 TR 2x Leverage,2024-12-11,20008.7,20031.15,19372.85,19445.05,-428.0,-2.15,-,-,-,-,-
Nifty50 PR 1x Inverse,2024-12-11,205.3,208.6,205.2,208.25,2.25,1.09,-,-,-,-,-
Nifty50 PR 2x Leverage,2024-12-11,13712.45,13727.8,13276.65,13326.15,-293.3,-2.15,-,-,-,-,-
NIFTY100 Quality 30,2024-12-11,5743.35,5746.25,5613.05,5624.2,-104.25,-1.82,87069399,13274.33,31.95,8.44,1.91
Nifty500 Multicap Momentum Quality 50,2024-12-11,-,-,-,45190.42,-963.01,-2.09,137507369,8083,21.59,5.33,1.72
Nifty Top 15 Equal Weight,2024-12-11,-,-,-,9631.19,-102.92,-1.06,86924045,13810.38,21.72,3.82,1.17
Nifty Top 20 Equal Weight,2024-12-11,-,-,-,8808.21,-89.33,-1,113072872,17256.32,22.71,4.29,1.18
NIFTY100 ESG,2024-12-11,4808.85,4815,4726.2,4735.65,-57.65,-1.2,476803993,35970.11,23.65,4.16,1.25
Nifty50 Value 20,2024-12-11,13819.85,13828.65,13617.4,13649.25,-105.05,-.76,145619987,10675.47,19.36,3.6,2.19
Nifty MidSmall Healthcare,2024-12-11,41896.75,42540.8,41633.6,41768.0,-241.0,-.57,35373399,2850.38,51.86,6.08,.87
NIFTY Midcap150 Quality 50,2024-12-11,24632.45,24706.2,24323.9,24387.15,-172.55,-.7,51894737,4677.8,38.67,9.33,1.2
Nifty MidSmall India Consumption,2024-12-11,-,-,-,19205.25,-104.5,-.54,56883986,5225.21,62.3,9.29,.51
Nifty 4-8 yr G-Sec Index,2024-12-11,2954.85,2954.96,2953.2,2953.31,-0.99,-.03,-,-,-,-,-
Nifty 11-15 yr G-Sec Index,2024-12-11,3035.22,3035.4,3032.68,3033.02,-1.62,-.05,-,-,-,-,-
Nifty 15 yr and above G-Sec Index,2024-12-11,3368.79,3369.25,3362.5,3364.49,-3.66,-.11,-,-,-,-,-
Nifty Composite G-sec Index,2024-12-11,2834.19,2834.19,2831.24,2832.2,-1.45,-.05,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec,2024-12-11,2419.87,2419.87,2417.13,2418.11,-1.31,-.05,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec (Clean Price),2024-12-11,888.39,888.39,887.38,887.75,-0.65,-.07,-,-,-,-,-
Nifty 1D Rate Index,2024-12-11,-,-,-,2352.3,0.41,.02,-,-,-,-,-
Nifty50 USD,2024-12-11,-,-,-,9805.8,-106.17,-1.07,-,-,-,-,-
Nifty Pharma,2024-12-11,22317.6,22537.85,22094.2,22151.6,-192.65,-.86,25734879,3347.67,35.95,5.37,.62
Nifty MNC,2024-12-11,29186.6,29202.3,28400.1,28453.6,-683.3,-2.35,29569816,4991.54,37.76,9.07,1.91
Nifty Metal,2024-12-11,9266.15,9304.45,9049.9,9078.5,-137.75,-1.49,125686813,3765.39,22.84,2.6,2.32
Nifty Media,2024-12-11,1938.7,1962.3,1919.5,1923.5,-11.65,-.6,14875290,272.79,-,2.25,.61
Nifty IT,2024-12-11,42846,42884.6,42462.05,42609.55,19.25,.05,18267860,3682.01,33.73,8.77,1.91
Nifty 8-13 yr G-Sec,2024-12-11,2736.26,2736.26,2733.3,2734.4,-1.34,-.05,-,-,-,-,-
Nifty FMCG,2024-12-11,57925.15,57960.05,56796.45,56902.55,-941.4,-1.63,29414795,3752.98,45.16,11.07,1.87
Nifty Energy,2024-12-11,38371.5,38551.55,37613.3,37705.65,-541.8,-1.42,94056098,4075.14,14.88,2.13,2.63
Nifty Bank,2024-12-11,52053.75,52169.05,51006.85,51157.8,-718.95,-1.39,131415636,8256.31,13.93,2.29,.97
Nifty Auto,2024-12-11,23744.7,23865.6,23183.75,23269.1,-460.35,-1.94,67220850,4782.04,22.69,4.77,.94
Nifty50 Dividend Points,2024-12-11,-,-,-,228.06,0.0,-,-,-,-,-,-
NIFTY Smallcap 100,2024-12-11,18261.95,18391.25,17950.05,17991.6,-233.55,-1.28,289206638,12014.75,34.02,4.05,.99
NIFTY Midcap 100,2024-12-11,56067.7,56358.75,55131.1,55257.5,-596.25,-1.07,671551922,15236.78,41.13,5.05,.77
Nifty Midcap 50,2024-12-11,15582.1,15658.6,15303.7,15341.4,-187.8,-1.21,540258022,8602.06,47.17,5.49,.73
Nifty 500,2024-12-11,22664.2,22721.9,22286.85,22331.05,-260.35,-1.15,1712810126,74130.26,25.26,3.89,1.15
Nifty 200,2024-12-11,13632.1,13661.05,13401.45,13427.8,-158.95,-1.17,1217992461,54487.03,24.25,3.79,1.2
Nifty 100,2024-12-11,25094.35,25132.65,24667,24715.55,-297.75,-1.19,546440539,39250.24,22.41,3.61,1.29
Nifty Next 50,2024-12-11,70097.95,70424.3,68280.15,68448.9,-1524.85,-2.18,290614710,12397.52,21.88,3.67,1.47
Nifty 50,2024-12-11,24225.8,24242,23839.15,23883.45,-257.85,-1.07,255825829,26852.73,21.93,3.58,1.31
Nifty PSU Bank,2024-12-11,6895.95,6931.8,6726.6,6745.95,-132.4,-1.92,94037678,1857.43,7.69,1.31,2.2
Nifty Financial Services,2024-12-11,24050.7,24091.8,23486.25,23563.65,-396.3,-1.65,85259942,10570.7,16.34,2.85,.93
Nifty MidSmall IT & Telecom,2024-12-11,-,-,-,10487.92,-65.06,-.62,316556829,2517.34,395.23,37.24,.83
Nifty Top 10 Equal Weight,2024-12-11,9411.8,9431,9296.1,9315.8,-63.4,-.68,69927586,10432.36,22.33,3.86,1.13
Nifty500 Momentum 50,2024-12-11,59385.2,59641.9,57749.35,57900.5,-1280.75,-2.16,277976367,11784.89,27.5,5,.84
Nifty REITs & InvITs,2024-12-11,-,-,-,1164.4,0.16,.01,3089985,56.33,30.7,1.87,7.78
Nifty Core Housing,2024-12-11,-,-,-,15725.51,-156.73,-.99,34696249,5185.08,37.48,4,.65
Nifty500 Multicap Infrastructure 50:30:20,2024-12-11,13714.8,13775.2,13470.95,13502.2,-164.1,-1.2,604196354,11896.52,30.05,3.85,1.16
Nifty Rural,2024-12-11,-,-,-,14314.33,-218.54,-1.5,495858799,17924.58,27.75,4.31,1.14
Nifty Capital Markets,2024-12-11,3759.15,3797.15,3685.9,3699.75,-34.0,-.91,17476507,2840.41,44.35,13.97,.95
Nifty India New Age Consumption,2024-12-11,-,-,-,11205.33,-107.98,-.95,452596052,14845.61,57.03,8.72,.52
Nifty Consumer Durables,2024-12-11,39720.3,39940.95,39011.1,39110.3,-540.25,-1.36,14261886,2353.51,79.42,12.4,.37
Nifty Non-Cyclical Consumer,2024-12-11,-,-,-,15665.56,-190.16,-1.2,131749596,11553.22,61.76,12.19,.93
Nifty500 Multicap India Manufacturing 50:30:20,2024-12-11,14867.55,14946.4,14586.7,14625.0,-219.8,-1.48,207255024,15592.8,31.8,3.93,.82
Nifty EV & New Age Automotive,2024-12-11,-,-,-,3053.71,-36.57,-1.18,103411452,8094.09,32.86,5.46,.72
Nifty500 LargeMidSmall Equal-Cap Weighted,2024-12-11,-,-,-,17296.11,-198.95,-1.14,1712810126,74130.26,29.88,4.24,.98
Nifty India Tourism,2024-12-11,8311.05,8350.15,8175.75,8196.65,-60.1,-.73,49023326,2279.28,65.12,17.75,.19
Nifty Midcap150 Momentum 50,2024-12-11,63571.35,64070,62560.5,62785.65,-543.25,-.86,154196217,9532.91,34.3,5.14,.88
Nifty200 Value 30,2024-12-11,-,-,-,12783.42,-211.45,-1.63,298621456,9461.14,11.76,1.62,3.44
NIFTY100 Alpha 30,2024-12-11,-,-,-,18495.46,-311.66,-1.66,236030185,11670.35,23.09,5.02,1.72
Nifty100 Low Volatility 30,2024-12-11,19584.9,19598.9,19239.7,19272.5,-265.15,-1.36,93671258,16605.03,32.09,5.95,1.09
NIFTY Alpha Low-Volatility 30,2024-12-11,28069.95,28087.35,27522.2,27575.3,-426.7,-1.52,123480160,14368.46,26.14,4.34,.99
NIFTY Quality Low-Volatility 30,2024-12-11,-,-,-,17177.55,-289.97,-1.66,73672106,12735.22,32.9,7.97,1.5
NIFTY Alpha Quality Low-Volatility 30,2024-12-11,-,-,-,22843.69,-486.48,-2.09,74315029,10370.4,29.92,7.87,1.6
NIFTY Alpha Quality Value Low-Volatility 30,2024-12-11,-,-,-,20637.91,-407.45,-1.94,156439268,14587.47,20.84,4.92,2.18
NIFTY200 Quality 30,2024-12-11,21513.15,21522.75,21077.5,21122.45,-331.8,-1.55,66268224,9566.19,34.1,10.42,1.99
Nifty200 Momentum 30,2024-12-11,34525.3,34657.95,33556.55,33645.75,-799.4,-2.32,207282219,12280.57,20.46,4.48,1.72
Nifty India Manufacturing,2024-12-11,14173,14218.4,13862.45,13900.1,-235.45,-1.67,290106550,17161.49,30.02,4.44,1.12
Nifty100 ESG Sector Leaders,2024-12-11,4022.65,4028.35,3960.4,3969.15,-40.35,-1.01,290701520,28037.13,25.6,3.97,1.04
Nifty200 Alpha 30,2024-12-11,26248.3,26354.55,25614,25672.95,-500.85,-1.91,147397632,10786.34,24.86,5.2,1.45
Nifty Smallcap250 Quality 50,2024-12-11,-,-,-,28571.67,-440.36,-1.52,74607999,4382.49,27.64,4.93,1.14
Nifty Smallcap250 Momentum Quality 100,2024-12-11,50005.85,50360.25,49031.4,49147.75,-787.85,-1.58,188356410,8821.74,27.45,4.47,.99
Nifty MidSmallcap400 Momentum Quality 100,2024-12-11,51610.65,51852.95,50597.2,50732.15,-728.5,-1.42,187429931,12081.56,31.76,5.92,.98
NIFTY500 Value 50,2024-12-11,-,-,-,13987.74,-215.34,-1.52,383215555,10506.44,11.68,1.57,3.42
Nifty Realty,2024-12-11,968.8,987.8,961.65,967.95,1.75,.18,10379125,1397.07,49.28,5.51,.39
Nifty 50,,25430.45,25430.5,25292.45,25356.5,-32.4,-.13,250781898,25530.69,23.58,4.07,1.2
Nifty Next 50,,75698.6,75754.7,75372.85,75427.55,-18.8,-.02,349372683,14084.81,26.8,4.73,1.27
Nifty 100,,26511,26511,26387.1,26419.9,-41.2,-.16,600154581,39615.5,24.57,4.2,1.18
Nifty 200,,14426.05,14426.05,14369.45,14391.4,-3.25,-.02,1462677976,63039.27,26.54,4.33,1.09
Nifty 500,,23966.5,23966.55,23885.2,23928.2,20.85,.09,2057818279,88109.1,27.41,4.4,1.06
Nifty Midcap 50,,16818.9,16926.1,16789.2,16878.0,117.85,.7,584052641,10450.4,48.56,5.8,.68
NIFTY Midcap 100,,59860.4,60189.35,59779.3,60034.05,393.75,.66,862523395,23423.77,44.81,5.2,.66
NIFTY Smallcap 100,,19445.25,19526.35,19405,19505.95,151.2,.78,329192426,10999.17,30.59,4.16,.81
Nifty50 Dividend Points,,-,-,-,194.25,0.0,-,-,-,-,-,-
Nifty Auto,,25832.4,25870.7,25718.15,25820.85,41.05,.16,61549446,4841.92,25.38,5.79,.85
Nifty Bank,,51952.55,51994.1,51643.95,51938.05,165.65,.32,151963664,7602.33,15.07,2.7,.91
Nifty Energy,,42540.6,42693.9,42174.15,42229.4,-268.45,-.63,90056489,4402.18,15.59,2.52,2.31
Nifty Financial Services,,24021.25,24021.25,23855.8,23979.55,33.95,.14,89232373,10730.61,17.08,3.27,.9
Nifty FMCG,,65616.25,65616.25,64912.05,65062.8,-450.4,-.69,28875971,2929.26,51.12,12.53,1.64
Nifty IT,,43244.2,43571.65,42989.4,43394.35,242.25,.56,27990553,3898.85,35.46,8.97,1.79
Nifty Media,,2104.05,2131.15,2096.85,2118.45,34.95,1.68,64780179,1440.83,-,2.35,.38
Nifty Metal,,9342.9,9442.65,9327.55,9370.65,79.8,.86,139347485,4006.85,31.02,2.82,2.15
Nifty MNC,,31441.55,31524.55,31350.4,31470.65,128.0,.41,29911686,4896.19,47.4,10.59,1.71
Nifty Pharma,,23466.25,23521.15,23365.05,23457.65,28.05,.12,41737222,3733.08,39.17,5.99,.58
Nifty PSU Bank,,6672.15,6762.6,6639.05,6715.3,81.65,1.23,148850567,2543.99,8.2,1.3,2.2
Nifty Realty,,1040.65,1056.3,1039,1053.65,17.95,1.73,10864141,1528.53,57.29,6.14,.38
Nifty India Consumption,,12554.6,12557.9,12444.65,12452.4,-79.0,-.63,147095794,11101.87,54.51,9.95,.91
Nifty Commodities,,9385.5,9429.35,9352.7,9358.05,-8.1,-.09,200912092,8824.62,20.03,2.64,2
Nifty Dividend Opportunities 50,,6882.75,6882.8,6851.35,6858.95,-6.3,-.09,402314402,16032.6,19.58,3.79,2.45
Nifty Infrastructure,,9376.9,9384.55,9322.95,9333.75,-30.85,-.33,131175521,9373.99,24.75,3.44,1.19
Nifty PSE,,11001.35,11046.4,10897.35,10913.2,-52.75,-.48,183587836,6141.87,12.75,2.61,2.98
Nifty Services Sector,,32652.1,32652.1,32437.7,32543.1,-27.75,-.09,235951277,18197.23,23.01,4.21,1.12
Nifty50 Shariah,,-,-,-,5656.29,-13.63,-.24,35144205,4819.23,29.98,6.78,1.71
Nifty500 Shariah,,-,-,-,8178.9,11.65,.14,393076843,29224.81,38.02,6.92,1.08
Nifty Low Volatility 50,,-,-,-,26072.41,-26.14,-.1,145656071,19280.22,34.38,5.79,1
Nifty Alpha 50,,60022.65,60301.8,59873.7,60014.2,271.2,.45,411646418,15156.57,31.18,5.13,.74
Nifty High Beta 50,,-,-,-,4099.83,35.16,.87,788954250,14421.05,20.77,2.12,1.47
Nifty100 Equal Weight,,34870,34870.05,34754.6,34778.0,-18.2,-.05,600154581,39615.5,26.75,4.53,1.15
Nifty100 Liquid 15,,6934.1,6942.05,6901.55,6925.5,6.95,.1,116137399,10514.2,21.43,3.36,.85
Nifty CPSE,,7060,7084.65,6984.95,6994.6,-43.45,-.62,97413052,2997.76,14.32,2.75,2.83
Nifty50 Value 20,,14395.55,14397.95,14322.65,14356.5,-11.1,-.08,167860099,10134.4,21.29,3.89,1.97
Nifty Midcap Liquid 15,,14303.8,14410,14284.1,14376.7,131.4,.92,71600021,3372.67,40.97,4.91,.61
Nifty Shariah 25,,-,-,-,9387.51,-11.4,-.12,61996309,6775.91,30.92,6.56,1.63
India VIX,,13.1825,13.1825,12.4675,12.55,-0.63,-4.8,-,-,-,-,-
Nifty Growth Sectors 15,,12949.8,12949.9,12863.5,12904.0,-34.7,-.27,45818087,5695.73,35.76,9.28,1.71
Nifty50 TR 1x Inverse,,160.95,161.85,160.95,161.45,0.25,.16,-,-,-,-,-
Nifty50 TR 2x Leverage,,22275.5,22275.5,22034.3,22146.1,-60.55,-.27,-,-,-,-,-
Nifty50 PR 1x Inverse,,193.95,195,193.95,194.5,0.25,.13,-,-,-,-,-
Nifty50 PR 2x Leverage,,15308.05,15308.05,15142.35,15219.15,-41.65,-.27,-,-,-,-,-
NIFTY100 Quality 30,,6246.35,6246.6,6215.25,6230.35,-7.55,-.12,86833717,11303.52,35.67,10.3,1.57
Nifty500 Multicap Momentum Quality 50,,-,-,-,48858.05,67.07,.14,126845669,9825.57,23.69,5.96,1.37
NIFTY100 ESG,,5137.7,5137.75,5112.85,5127.9,0.9,.02,541981546,36602.07,25.9,4.79,1.14
NIFTY50 Equal Weight,,32759.1,32759.25,32607.45,32683.5,-21.0,-.06,250781898,25530.69,25.25,4.38,1.28
Nifty500 Equal Weight,,-,-,-,15277.51,93.15,.61,2057818279,88109.1,33.71,4.47,.87
Nifty 50 Futures Index,,-,-,-,7041.97,4.52,.06,-,-,-,-,-
Nifty 50 Arbitrage,,-,-,-,2374.55,-2.83,-.12,-,-,-,-,-
Nifty 50 Futures TR Index,,-,-,-,27194.84,22.77,.08,-,-,-,-,-
Nifty India Corporate Group Index - Mahindra Group,,-,-,-,32760.32,73.53,.22,6556808,915.23,32.95,4.46,1.3
Nifty India Corporate Group Index - Aditya Birla Group,,-,-,-,8536.08,20.9,.25,217293097,1526.4,718.63,3.96,.5
Nifty India Corporate Group Index - Tata Group,,-,-,-,20565.26,50.23,.24,100651608,5633.26,39.92,9.32,1.1
Nifty India Corporate Group Index - Tata Group 25% Cap,,18422.7,18447.95,18358.15,18379.85,50.5,.28,90670738,5018.86,41.27,7.34,.89
Nifty Private Bank,,26033.7,26107.45,25904.4,26075.55,125.65,.48,102416335,5976.17,15.78,2.65,.72
Nifty Smallcap 250,,18470.4,18563.6,18430.05,18543.15,161.45,.88,569321285,22191.47,32.22,4.32,.83
Nifty Smallcap 50,,9338.25,9385.9,9318.55,9376.85,79.6,.86,169394084,7046.73,28.25,3.95,.81
Nifty MidSmallcap 400,,20863.4,20968.9,20826.95,20931.2,151.65,.73,1457663698,48493.6,39.3,5.06,.74
Nifty Midcap 150,,22127,22243.55,22093.5,22190.35,142.65,.65,888342413,26302.13,44.79,5.59,.68
Nifty IPO,,-,-,-,2343.57,23.26,1,147344910,6773.11,58.51,9.38,.15
Nifty Midcap Select,,13317.85,13381.45,13294,13346.7,71.45,.54,257736600,4582.58,64.52,7.08,.78
NIFTY LargeMidcap 250,,16719.7,16743.9,16680,16714.85,40.75,.24,1488496994,65917.63,31.75,4.79,.93
NIFTY SME EMERGE,,-,-,-,16419.47,59.34,.36,-,-,110.71,10.79,.08
Nifty Oil & Gas,,12779.65,12832.75,12666.4,12684.25,-86.05,-.67,75574384,3593.9,12.3,2.08,2.79
Nifty Financial Services 25/50,,26748.15,26748.25,26586.65,26681.15,14.9,.06,89232373,10730.61,17.71,3.31,.91
Nifty Healthcare Index,,14743.25,14747.9,14648.2,14695.45,-25.5,-.17,42293202,3726.67,43.94,6.53,.52
Nifty500 Multicap 50:25:25,,16778.5,16800.65,16736.7,16778.15,50.55,.3,2057818279,88109.1,29.69,4.51,.97
Nifty Microcap 250,,25241.3,25457.2,25222.4,25429.45,302.45,1.2,333207594,8081.84,31.36,3.57,.48
Nifty Total Market,,13500.75,13503.2,13457.8,13483.7,17.3,.13,2391025873,96190.94,27.54,4.37,1.03
Nifty India Digital,,9794.65,9794.65,9734.3,9745.3,-7.3,-.07,340479839,10156.84,337.88,13.41,.98
Nifty Mobility,,-,-,-,22415.18,-68.43,-.3,199676150,11012.89,28.66,6.14,.89
Nifty India Defence,,-,-,-,6844.81,1.42,.02,17794447,1753.61,56.18,14.45,.46
Nifty Financial Services Ex-Bank,,-,-,-,27460.66,105.5,.39,125849685,8681.28,25.32,3.39,.77
Nifty Housing,,-,-,-,11871.63,20.82,.18,443688489,16890.88,27.98,3.69,.84
Nifty Transportation & Logistics,,-,-,-,24982.98,-46.33,-.19,180833697,8995.87,31.75,6.85,.65
Nifty MidSmall Financial Services,,-,-,-,15711.71,153.28,.99,282028629,6405.11,23.64,2.92,.69
Nifty MidSmall Healthcare,,42907.3,43016.15,42742.95,42900.55,147.85,.35,52678120,3733.51,55.17,6.77,.7
Nifty MidSmall IT & Telecom,,-,-,-,11723.19,108.07,.93,241763998,3679.91,-,31.86,.76
Nifty MidSmall India Consumption,,-,-,-,19996.13,96.56,.49,66704834,6698.9,67.16,9.02,.4
Nifty REITs & InvITs,,-,-,-,1139.35,-4.44,-.39,7023689,167.07,30.55,1.82,7.23
Nifty Core Housing,,-,-,-,17681.95,130.97,.75,48805890,5289.89,41.3,4.68,.61
Nifty500 Multicap Infrastructure 50:30:20,,14843.35,14848.15,14780.7,14790.15,-15.3,-.1,421954701,13206.04,30.67,4.08,1.03
Nifty Rural,,-,-,-,15789.28,-25.23,-.16,491365486,22297.64,31.21,4.84,1.03
Nifty Capital Markets,,-,-,-,3291.08,23.56,.72,16230815,1407.72,44.19,12.78,1.06
Nifty Consumer Durables,,42926.05,43220.1,42789.55,43081.1,389.15,.91,40929282,4190.33,91.2,13.58,.34
Nifty Non-Cyclical Consumer,,-,-,-,17782.31,-117.16,-.65,163848781,10254,70.77,13.84,.82
Nifty500 Multicap India Manufacturing 50:30:20,,15775.2,15789.85,15745.7,15761.95,32.4,.21,224797353,15791.91,34.99,4.44,.76
Nifty EV & New Age Automotive,,-,-,-,3390.09,13.46,.4,88850251,8048.88,35.82,6.36,.67
Nifty500 LargeMidSmall Equal-Cap Weighted,,-,-,-,18597.46,84.3,.46,2057818279,88109.1,31.9,4.62,.9
Nifty India Tourism,,-,-,-,9109.23,12.94,.14,68269333,1883.5,68.6,18.76,.17
NIFTY100 Alpha 30,,-,-,-,20836.68,-117.94,-.56,308920614,12319.17,20.17,4.26,1.29
NIFTY500 Value 50,,-,-,-,14924.44,44.72,.3,454798876,12543.11,12.63,1.79,3.18
NIFTY100 Enhanced ESG,,-,-,-,5166.45,0.96,.02,541701668,36532.72,25.89,4.79,1.14
Nifty100 Low Volatility 30,,21221.15,21222.5,21106.7,21165.75,-31.7,-.15,92926525,13521.86,37.22,7.23,1.04
NIFTY Alpha Low-Volatility 30,,30513.8,30513.95,30374.6,30391.9,-41.55,-.14,99814251,12538.95,29.33,5,.91
NIFTY Quality Low-Volatility 30,,-,-,-,19193.85,-11.45,-.06,70997411,10516.89,36.73,9.59,1.28
NIFTY Alpha Quality Low-Volatility 30,,-,-,-,25494.97,-25.49,-.1,58051254,8855.59,33.58,9.04,1.36
NIFTY Alpha Quality Value Low-Volatility 30,,-,-,-,22568.79,-9.56,-.04,124213117,12139.03,23.09,5.57,1.83
NIFTY200 Quality 30,,23393.85,23418.95,23276.45,23373.2,11.4,.05,56540086,8423.35,38.1,11.69,1.63
NIFTY Midcap150 Quality 50,,25914.9,26003.7,25856.9,25948.25,119.75,.46,36362731,5455.5,41.78,10.3,1.08
Nifty200 Momentum 30,,36569.9,36592.05,36399.95,36445.85,14.7,.04,199629243,12408.91,23.55,5,1.39
Nifty India Manufacturing,,15188.5,15224.45,15161.65,15185.15,37.3,.25,300328141,17428.06,33.12,5.21,1.07
Nifty100 ESG Sector Leaders,,4256.45,4256.45,4235.65,4244.4,-5.75,-.14,334186583,29131.68,27.89,4.59,.97
Nifty200 Alpha 30,,28740.35,28783.8,28646.2,28687.55,57.2,.2,410728608,10619.92,25.87,5,1.25
Nifty Midcap150 Momentum 50,,65705,66106.4,65579,65984.5,570.6,.87,204879634,12029.88,35.87,5.81,.81
Nifty Smallcap250 Quality 50,,-,-,-,31062.18,215.6,.7,67895712,3757.2,29.96,5.4,1.12
Nifty Smallcap250 Momentum Quality 100,,-,-,-,53824.6,353.02,.66,213459588,10060.78,29.67,4.92,.94
Nifty MidSmallcap400 Momentum Quality 100,,-,-,-,54539.52,381.67,.7,179041918,12125.86,34.78,6.72,.88
Nifty500 Momentum 50,,-,-,-,62240.42,127.82,.21,337325220,13650.5,30.24,5.53,.75
Nifty200 Value 30,,-,-,-,13808.16,23.3,.17,333462120,10421.47,12.32,1.86,3.12
Nifty Top 10 Equal Weight,,-,-,-,9806.3,-25.29,-.26,52764066,8754.17,24.48,4.52,1.21
Nifty 8-13 yr G-Sec,,2708.24,2713.01,2708.24,2711.03,3.3,.12,-,-,-,-,-
Nifty 4-8 yr G-Sec Index,,2925.91,2929.69,2925.91,2928.66,3.31,.11,-,-,-,-,-
Nifty 11-15 yr G-Sec Index,,3003.54,3009.75,3003.54,3006.66,3.69,.12,-,-,-,-,-
Nifty 15 yr and above G-Sec Index,,3335.28,3339.15,3335.28,3336.29,1.64,.05,-,-,-,-,-
Nifty Composite G-sec Index,,2806.22,2811.08,2806.22,2809.04,3.35,.12,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec,,2396.81,2401.22,2396.81,2399.78,3.41,.14,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec (Clean Price),,889.81,891.5,889.81,890.95,1.13,.13,-,-,-,-,-
Nifty 1D Rate Index,,-,-,-,2327.77,0.41,.02,-,-,-,-,-
Nifty50 USD,,-,-,-,10472.19,-3.7,-.04,-,-,-,-,-
Nifty 50,,25406.65,25445.7,25336.2,25383.75,27.25,.11,168694880,18705.01,23.61,4.07,1.2
Nifty Next 50,,75707.4,75742.7,75342.15,75464.3,36.75,.05,264927786,12637.7,26.82,4.73,1.27
Nifty 100,,26486.8,26522,26409.8,26453.4,33.5,.13,433622666,31342.71,24.6,4.2,1.18
Nifty 200,,14434.1,14451.3,14387.5,14415.5,24.1,.17,1242000943,53662.89,26.58,4.34,1.09
Nifty 500,,24006.15,24026,23917.5,23968.2,40.0,.17,1720978022,75190.68,27.46,4.41,1.05
Nifty Midcap 50,,16952.5,16979.65,16861.7,16889.95,11.95,.07,598138809,10002.76,48.6,5.8,.68
NIFTY Midcap 100,,60345.4,60408.25,60029.85,60259.75,225.7,.38,808378277,22320.17,44.98,5.22,.66
NIFTY Smallcap 100,,19604.85,19632.85,19441.75,19537.75,31.8,.16,258567841,11120.8,30.64,4.16,.79
Nifty50 Dividend Points,,-,-,-,194.25,0.0,-,-,-,-,-,-
Nifty Auto,,25865.8,25915.55,25801.1,25829.65,8.8,.03,42309775,3073.89,25.39,5.79,.85
Nifty Bank,,52038.7,52208.7,51921.45,52153.15,215.1,.41,93777745,5286.96,15.14,2.71,.9
Nifty Energy,,42466.7,42655.9,42372.35,42569.3,339.9,.8,67508485,4022.19,15.72,2.54,2.29
Nifty Financial Services,,24034.35,24081.1,23932.7,23989.85,10.3,.04,74798263,9644.32,17.09,3.28,.9
Nifty FMCG,,65026.1,65026.1,64322.4,64597.0,-465.8,-.72,26154193,2764.55,50.75,12.44,1.65
